"shapeid","x","y","date","time of da","LOCATIONS","planning a","number of","X","Y","DateTime","time of _1","LOCATION_1"
"3821","103.742577762","1.33638853104","2014-07-15","19:45:00","BLK 203","CLEMENTI","2","11548570.93","148779.5814","2014-07-15 19:45:00","NULL","NULL"
"3822","103.741730381","1.33850750696","2014-07-15","19:45:00","BLK 207","JURONG EAST","3","11548476.6","149015.529","2014-07-15 19:45:00","NULL","NULL"
"3823","103.74106958","1.33826347973","2014-07-15","19:45:00","BLK 209","JURONG EAST","1","11548403.04","148988.3566","2014-07-15 19:45:00","NULL","NULL"
"3824","103.738665778","1.33833605997","2014-07-15","19:45:00","BLK 210","JURONG EAST","2","11548135.45","148996.4384","2014-07-15 19:45:00","NULL","NULL"
"3825","103.738080077","1.3420197473","2014-07-15","19:45:00","BLK 229","JURONG EAST","3","11548070.25","149406.6168","2014-07-15 19:45:00","NULL","NULL"
"3826","103.741071287","1.34126651616","2014-07-15","19:45:00","BLK 239","JURONG EAST","3","11548403.23","149322.7445","2014-07-15 19:45:00","NULL","NULL"
"3827","103.743615945","1.34160223504","2014-07-15","19:45:00","BLK 241","JURONG EAST","1","11548686.5","149360.1268","2014-07-15 19:45:00","NULL","NULL"
"3828","103.740474087","1.34145830331","2014-07-15","19:45:00","BLK 246","JURONG EAST","4","11548336.75","149344.1","2014-07-15 19:45:00","NULL","NULL"
"3829","103.744201916","1.34192572667","2014-07-15","19:45:00","BLK 266","JURONG EAST","1","11548751.73","149396.1476","2014-07-15 19:45:00","NULL","NULL"
"3830","103.745983724","1.33932016064","2014-07-15","19:45:00","BLK 284","JURONG EAST","3","11548950.08","149106.0179","2014-07-15 19:45:00","NULL","NULL"
"3831","103.746011392","1.33905284743","2014-07-15","19:45:00","BLK 286A","JURONG EAST","3","11548953.16","149076.2526","2014-07-15 19:45:00","NULL","NULL"
"3832","103.743989913","1.34039218102","2014-07-15","19:45:00","BLK 288E","JURONG EAST","2","11548728.13","149225.3873","2014-07-15 19:45:00","NULL","NULL"
"3833","103.736328182","1.34441033543","2014-07-15","19:45:00","BLK 303","JURONG EAST","1","11547875.23","149672.809","2014-07-15 19:45:00","NULL","NULL"
"3834","103.747727444","1.33451178837","2014-07-15","19:45:00","IMM BLDG","JURONG EAST","3","11549144.19","148570.6066","2014-07-15 19:45:00","NULL","NULL"
"3835","103.742263261","1.33320902467","2014-07-15","19:45:00","JURONG EAST MRT","JURONG EAST","6","11548535.92","148425.5443","2014-07-15 19:45:00","NULL","NULL"
"3836","103.739142873","1.33250994189","2014-07-15","19:45:00","JURONG EAST LIB","JURONG EAST","1","11548188.56","148347.7017","2014-07-15 19:45:00","NULL","NULL"
"3837","103.742683763","1.33584740373","2014-07-15","19:45:00","JURONG EAST STN/INT","JURONG EAST","5","11548582.73","148719.327","2014-07-15 19:45:00","NULL","NULL"
"3838","103.741492327","1.33328641244","2014-07-15","19:45:00","JURONG EAST TEMP INT","JURONG EAST","34","11548450.1","148434.1614","2014-07-15 19:45:00","NULL","NULL"
"3839","103.748007269","1.33512009352","2014-07-15","19:45:00","OPP IMM BLDG","JURONG EAST","5","11549175.34","148638.3412","2014-07-15 19:45:00","NULL","NULL"
"3840","103.739581161","1.33184700096","2014-07-15","19:45:00","OPP JURONG EAST LIB","JURONG EAST","1","11548237.35","148273.8835","2014-07-15 19:45:00","NULL","NULL"
"3841","103.734587517","1.34399747198","2014-07-15","19:45:00","PARC OASIS AVE1","JURONG EAST","7","11547681.46","149626.8366","2014-07-15 19:45:00","NULL","NULL"
"3842","103.735428609","1.3419259889","2014-07-15","19:45:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-15 19:45:00","NULL","NULL"
"3843","103.739082507","1.33616925803","2014-07-15","19:45:00","SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548181.84","148755.1654","2014-07-15 19:45:00","NULL","NULL"
"3844","103.743402684","1.32124374486","2014-07-15","19:45:00","TEBAN GDN PO","JURONG EAST","2","11548662.76","147093.218","2014-07-15 19:45:00","NULL","NULL"
"3845","103.751375592","1.32811788638","2014-07-15","20:00:00","AFT BOON LAY SUB STN","CLEMENTI","1","11549550.3","147858.6485","2014-07-15 20:00:00","NULL","NULL"
"3846","103.745779447","1.32145767025","2014-07-15","20:00:00","BEF PANDAN GDNS","JURONG EAST","2","11548927.34","147117.0384","2014-07-15 20:00:00","NULL","NULL"
"3847","103.739697403","1.336447722","2014-07-15","20:00:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548250.29","148786.1723","2014-07-15 20:00:00","NULL","NULL"
"3848","103.735017271","1.33644570583","2014-07-15","20:00:00","BLK 118","JURONG EAST","1","11547729.3","148785.9478","2014-07-15 20:00:00","NULL","NULL"
"3849","103.738540194","1.33450242777","2014-07-15","20:00:00","BLK 124","JURONG EAST","5","11548121.47","148569.5643","2014-07-15 20:00:00","NULL","NULL"
"3850","103.742577762","1.33638853104","2014-07-15","20:00:00","BLK 203","CLEMENTI","2","11548570.93","148779.5814","2014-07-15 20:00:00","NULL","NULL"
"3851","103.741730381","1.33850750696","2014-07-15","20:00:00","BLK 207","JURONG EAST","7","11548476.6","149015.529","2014-07-15 20:00:00","NULL","NULL"
"3852","103.738665778","1.33833605997","2014-07-15","20:00:00","BLK 210","JURONG EAST","2","11548135.45","148996.4384","2014-07-15 20:00:00","NULL","NULL"
"3853","103.738080077","1.3420197473","2014-07-15","20:00:00","BLK 229","JURONG EAST","2","11548070.25","149406.6168","2014-07-15 20:00:00","NULL","NULL"
"3854","103.741071287","1.34126651616","2014-07-15","20:00:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-15 20:00:00","NULL","NULL"
"3855","103.743615945","1.34160223504","2014-07-15","20:00:00","BLK 241","JURONG EAST","2","11548686.5","149360.1268","2014-07-15 20:00:00","NULL","NULL"
"3856","103.740474087","1.34145830331","2014-07-15","20:00:00","BLK 246","JURONG EAST","3","11548336.75","149344.1","2014-07-15 20:00:00","NULL","NULL"
"3857","103.737386937","1.34272521892","2014-07-15","20:00:00","BLK 252","JURONG EAST","3","11547993.09","149485.1711","2014-07-15 20:00:00","NULL","NULL"
"3858","103.744201916","1.34192572667","2014-07-15","20:00:00","BLK 266","JURONG EAST","2","11548751.73","149396.1476","2014-07-15 20:00:00","NULL","NULL"
"3859","103.745983724","1.33932016064","2014-07-15","20:00:00","BLK 284","JURONG EAST","4","11548950.08","149106.0179","2014-07-15 20:00:00","NULL","NULL"
"3860","103.743989913","1.34039218102","2014-07-15","20:00:00","BLK 288E","JURONG EAST","1","11548728.13","149225.3873","2014-07-15 20:00:00","NULL","NULL"
"3861","103.747727444","1.33451178837","2014-07-15","20:00:00","IMM BLDG","JURONG EAST","1","11549144.19","148570.6066","2014-07-15 20:00:00","NULL","NULL"
"3862","103.742263261","1.33320902467","2014-07-15","20:00:00","JURONG EAST MRT","JURONG EAST","6","11548535.92","148425.5443","2014-07-15 20:00:00","NULL","NULL"
"3863","103.742683763","1.33584740373","2014-07-15","20:00:00","JURONG EAST STN/INT","JURONG EAST","1","11548582.73","148719.327","2014-07-15 20:00:00","NULL","NULL"
"3864","103.741492327","1.33328641244","2014-07-15","20:00:00","JURONG EAST TEMP INT","JURONG EAST","35","11548450.1","148434.1614","2014-07-15 20:00:00","NULL","NULL"
"3865","103.744203802","1.34046752635","2014-07-15","20:00:00","OPP BLK 288D","JURONG EAST","1","11548751.94","149233.777","2014-07-15 20:00:00","NULL","NULL"
"3866","103.736417654","1.32122939629","2014-07-15","20:00:00","OPP BLK 51","JURONG EAST","1","11547885.19","147091.6203","2014-07-15 20:00:00","NULL","NULL"
"3867","103.748007269","1.33512009352","2014-07-15","20:00:00","OPP IMM BLDG","JURONG EAST","5","11549175.34","148638.3412","2014-07-15 20:00:00","NULL","NULL"
"3868","103.735428609","1.3419259889","2014-07-15","20:00:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","3","11547775.09","149396.1768","2014-07-15 20:00:00","NULL","NULL"
"3869","103.734587517","1.34399747198","2014-07-15","20:00:00","PARC OASIS AVE1","JURONG EAST","2","11547681.46","149626.8366","2014-07-15 20:00:00","NULL","NULL"
"3870","103.748286825","1.32999610856","2014-07-15","20:00:00","THE SYNERGY","JURONG EAST","1","11549206.46","148067.7875","2014-07-15 20:00:00","NULL","NULL"
"3871","103.751375592","1.32811788638","2014-07-15","20:15:00","AFT BOON LAY SUB STN","CLEMENTI","1","11549550.3","147858.6485","2014-07-15 20:15:00","NULL","NULL"
"3872","103.739583767","1.32227303096","2014-07-15","20:15:00","BEF HASANAH MQUE","JURONG EAST","6","11548237.64","147207.8281","2014-07-15 20:15:00","NULL","NULL"
"3873","103.739697403","1.336447722","2014-07-15","20:15:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","5","11548250.29","148786.1723","2014-07-15 20:15:00","NULL","NULL"
"3874","103.738962402","1.33768575825","2014-07-15","20:15:00","BLK 105","JURONG EAST","2","11548168.47","148924.0274","2014-07-15 20:15:00","NULL","NULL"
"3875","103.736575039","1.33956049939","2014-07-15","20:15:00","BLK 112","JURONG EAST","2","11547902.71","149132.7796","2014-07-15 20:15:00","NULL","NULL"
"3876","103.738540194","1.33450242777","2014-07-15","20:15:00","BLK 124","JURONG EAST","11","11548121.47","148569.5643","2014-07-15 20:15:00","NULL","NULL"
"3877","103.73886754","1.33458100275","2014-07-15","20:15:00","BLK 134","JURONG EAST","5","11548157.91","148578.3136","2014-07-15 20:15:00","NULL","NULL"
"3878","103.74613006","1.34498713929","2014-07-15","20:15:00","BLK 190","BUKIT BATOK","2","11548966.37","149737.0362","2014-07-15 20:15:00","NULL","NULL"
"3879","103.741730381","1.33850750696","2014-07-15","20:15:00","BLK 207","JURONG EAST","3","11548476.6","149015.529","2014-07-15 20:15:00","NULL","NULL"
"3880","103.74106958","1.33826347973","2014-07-15","20:15:00","BLK 209","JURONG EAST","2","11548403.04","148988.3566","2014-07-15 20:15:00","NULL","NULL"
"3881","103.738080077","1.3420197473","2014-07-15","20:15:00","BLK 229","JURONG EAST","2","11548070.25","149406.6168","2014-07-15 20:15:00","NULL","NULL"
"3882","103.741071287","1.34126651616","2014-07-15","20:15:00","BLK 239","JURONG EAST","5","11548403.23","149322.7445","2014-07-15 20:15:00","NULL","NULL"
"3883","103.743615945","1.34160223504","2014-07-15","20:15:00","BLK 241","JURONG EAST","2","11548686.5","149360.1268","2014-07-15 20:15:00","NULL","NULL"
"3884","103.740474087","1.34145830331","2014-07-15","20:15:00","BLK 246","JURONG EAST","3","11548336.75","149344.1","2014-07-15 20:15:00","NULL","NULL"
"3885","103.737386937","1.34272521892","2014-07-15","20:15:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-15 20:15:00","NULL","NULL"
"3886","103.744201916","1.34192572667","2014-07-15","20:15:00","BLK 266","JURONG EAST","2","11548751.73","149396.1476","2014-07-15 20:15:00","NULL","NULL"
"3887","103.745983724","1.33932016064","2014-07-15","20:15:00","BLK 284","JURONG EAST","3","11548950.08","149106.0179","2014-07-15 20:15:00","NULL","NULL"
"3888","103.746011392","1.33905284743","2014-07-15","20:15:00","BLK 286A","JURONG EAST","3","11548953.16","149076.2526","2014-07-15 20:15:00","NULL","NULL"
"3889","103.743989913","1.34039218102","2014-07-15","20:15:00","BLK 288E","JURONG EAST","1","11548728.13","149225.3873","2014-07-15 20:15:00","NULL","NULL"
"3890","103.745929645","1.32526198171","2014-07-15","20:15:00","GERMAN CTR","JURONG EAST","1","11548944.06","147540.6454","2014-07-15 20:15:00","NULL","NULL"
"3891","103.742263261","1.33320902467","2014-07-15","20:15:00","JURONG EAST MRT","JURONG EAST","1","11548535.92","148425.5443","2014-07-15 20:15:00","NULL","NULL"
"3892","103.739142873","1.33250994189","2014-07-15","20:15:00","JURONG EAST LIB","JURONG EAST","1","11548188.56","148347.7017","2014-07-15 20:15:00","NULL","NULL"
"3893","103.741492327","1.33328641244","2014-07-15","20:15:00","JURONG EAST TEMP INT","JURONG EAST","31","11548450.1","148434.1614","2014-07-15 20:15:00","NULL","NULL"
"3894","103.744203802","1.34046752635","2014-07-15","20:15:00","OPP BLK 288D","JURONG EAST","3","11548751.94","149233.777","2014-07-15 20:15:00","NULL","NULL"
"3895","103.748007269","1.33512009352","2014-07-15","20:15:00","OPP IMM BLDG","JURONG EAST","5","11549175.34","148638.3412","2014-07-15 20:15:00","NULL","NULL"
"3896","103.739581161","1.33184700096","2014-07-15","20:15:00","OPP JURONG EAST LIB","JURONG EAST","2","11548237.35","148273.8835","2014-07-15 20:15:00","NULL","NULL"
"3897","103.735428609","1.3419259889","2014-07-15","20:15:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-15 20:15:00","NULL","NULL"
"3898","103.734587517","1.34399747198","2014-07-15","20:15:00","PARC OASIS AVE1","JURONG EAST","5","11547681.46","149626.8366","2014-07-15 20:15:00","NULL","NULL"
"3899","103.743402684","1.32124374486","2014-07-15","20:15:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-15 20:15:00","NULL","NULL"
"3900","103.751375592","1.32811788638","2014-07-15","20:30:00","AFT BOON LAY SUB STN","CLEMENTI","6","11549550.3","147858.6485","2014-07-15 20:30:00","NULL","NULL"
"3901","103.739462494","1.32251911457","2014-07-15","20:30:00","AFT HASANAH MQUE","JURONG EAST","1","11548224.14","147235.2293","2014-07-15 20:30:00","NULL","NULL"
"3902","103.752292682","1.33720546383","2014-07-15","20:30:00","ALLIANCE BLDG","CLEMENTI","1","11549652.39","148870.5467","2014-07-15 20:30:00","NULL","NULL"
"3903","103.739583767","1.32227303096","2014-07-15","20:30:00","BEF HASANAH MQUE","JURONG EAST","8","11548237.64","147207.8281","2014-07-15 20:30:00","NULL","NULL"
"3904","103.745779447","1.32145767025","2014-07-15","20:30:00","BEF PANDAN GDNS","JURONG EAST","1","11548927.34","147117.0384","2014-07-15 20:30:00","NULL","NULL"
"3905","103.738962402","1.33768575825","2014-07-15","20:30:00","BLK 105","JURONG EAST","2","11548168.47","148924.0274","2014-07-15 20:30:00","NULL","NULL"
"3906","103.738540194","1.33450242777","2014-07-15","20:30:00","BLK 124","JURONG EAST","6","11548121.47","148569.5643","2014-07-15 20:30:00","NULL","NULL"
"3907","103.73886754","1.33458100275","2014-07-15","20:30:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-15 20:30:00","NULL","NULL"
"3908","103.74613006","1.34498713929","2014-07-15","20:30:00","BLK 190","BUKIT BATOK","4","11548966.37","149737.0362","2014-07-15 20:30:00","NULL","NULL"
"3909","103.741730381","1.33850750696","2014-07-15","20:30:00","BLK 207","JURONG EAST","2","11548476.6","149015.529","2014-07-15 20:30:00","NULL","NULL"
"3910","103.738080077","1.3420197473","2014-07-15","20:30:00","BLK 229","JURONG EAST","1","11548070.25","149406.6168","2014-07-15 20:30:00","NULL","NULL"
"3911","103.741071287","1.34126651616","2014-07-15","20:30:00","BLK 239","JURONG EAST","3","11548403.23","149322.7445","2014-07-15 20:30:00","NULL","NULL"
"3912","103.743615945","1.34160223504","2014-07-15","20:30:00","BLK 241","JURONG EAST","1","11548686.5","149360.1268","2014-07-15 20:30:00","NULL","NULL"
"3913","103.740474087","1.34145830331","2014-07-15","20:30:00","BLK 246","JURONG EAST","1","11548336.75","149344.1","2014-07-15 20:30:00","NULL","NULL"
"3914","103.737386937","1.34272521892","2014-07-15","20:30:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-15 20:30:00","NULL","NULL"
"3915","103.745983724","1.33932016064","2014-07-15","20:30:00","BLK 284","JURONG EAST","1","11548950.08","149106.0179","2014-07-15 20:30:00","NULL","NULL"
"3916","103.743989913","1.34039218102","2014-07-15","20:30:00","BLK 288E","JURONG EAST","1","11548728.13","149225.3873","2014-07-15 20:30:00","NULL","NULL"
"3917","103.747727444","1.33451178837","2014-07-15","20:30:00","IMM BLDG","JURONG EAST","1","11549144.19","148570.6066","2014-07-15 20:30:00","NULL","NULL"
"3918","103.742263261","1.33320902467","2014-07-15","20:30:00","JURONG EAST MRT","JURONG EAST","6","11548535.92","148425.5443","2014-07-15 20:30:00","NULL","NULL"
"3919","103.741492327","1.33328641244","2014-07-15","20:30:00","JURONG EAST TEMP INT","JURONG EAST","28","11548450.1","148434.1614","2014-07-15 20:30:00","NULL","NULL"
"3920","103.736417654","1.32122939629","2014-07-15","20:30:00","OPP BLK 51","JURONG EAST","1","11547885.19","147091.6203","2014-07-15 20:30:00","NULL","NULL"
"3921","103.745560887","1.32503455858","2014-07-15","20:30:00","OPP GERMAN CTR","JURONG EAST","1","11548903.01","147515.322","2014-07-15 20:30:00","NULL","NULL"
"3922","103.748007269","1.33512009352","2014-07-15","20:30:00","OPP IMM BLDG","JURONG EAST","13","11549175.34","148638.3412","2014-07-15 20:30:00","NULL","NULL"
"3923","103.739581161","1.33184700096","2014-07-15","20:30:00","OPP JURONG EAST LIB","JURONG EAST","1","11548237.35","148273.8835","2014-07-15 20:30:00","NULL","NULL"
"3924","103.734587517","1.34399747198","2014-07-15","20:30:00","PARC OASIS AVE1","JURONG EAST","5","11547681.46","149626.8366","2014-07-15 20:30:00","NULL","NULL"
"3925","103.743402684","1.32124374486","2014-07-15","20:30:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-15 20:30:00","NULL","NULL"
"3926","103.751375592","1.32811788638","2014-07-15","20:45:00","AFT BOON LAY SUB STN","CLEMENTI","1","11549550.3","147858.6485","2014-07-15 20:45:00","NULL","NULL"
"3927","103.739583767","1.32227303096","2014-07-15","20:45:00","BEF HASANAH MQUE","JURONG EAST","3","11548237.64","147207.8281","2014-07-15 20:45:00","NULL","NULL"
"3928","103.745779447","1.32145767025","2014-07-15","20:45:00","BEF PANDAN GDNS","JURONG EAST","4","11548927.34","147117.0384","2014-07-15 20:45:00","NULL","NULL"
"3929","103.739697403","1.336447722","2014-07-15","20:45:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","2","11548250.29","148786.1723","2014-07-15 20:45:00","NULL","NULL"
"3930","103.736575039","1.33956049939","2014-07-15","20:45:00","BLK 112","JURONG EAST","1","11547902.71","149132.7796","2014-07-15 20:45:00","NULL","NULL"
"3931","103.738540194","1.33450242777","2014-07-15","20:45:00","BLK 124","JURONG EAST","1","11548121.47","148569.5643","2014-07-15 20:45:00","NULL","NULL"
"3932","103.74613006","1.34498713929","2014-07-15","20:45:00","BLK 190","BUKIT BATOK","6","11548966.37","149737.0362","2014-07-15 20:45:00","NULL","NULL"
"3933","103.74106958","1.33826347973","2014-07-15","20:45:00","BLK 209","JURONG EAST","1","11548403.04","148988.3566","2014-07-15 20:45:00","NULL","NULL"
"3934","103.738665778","1.33833605997","2014-07-15","20:45:00","BLK 210","JURONG EAST","1","11548135.45","148996.4384","2014-07-15 20:45:00","NULL","NULL"
"3935","103.738080077","1.3420197473","2014-07-15","20:45:00","BLK 229","JURONG EAST","3","11548070.25","149406.6168","2014-07-15 20:45:00","NULL","NULL"
"3936","103.741071287","1.34126651616","2014-07-15","20:45:00","BLK 239","JURONG EAST","2","11548403.23","149322.7445","2014-07-15 20:45:00","NULL","NULL"
"3937","103.743615945","1.34160223504","2014-07-15","20:45:00","BLK 241","JURONG EAST","6","11548686.5","149360.1268","2014-07-15 20:45:00","NULL","NULL"
"3938","103.740474087","1.34145830331","2014-07-15","20:45:00","BLK 246","JURONG EAST","2","11548336.75","149344.1","2014-07-15 20:45:00","NULL","NULL"
"3939","103.737386937","1.34272521892","2014-07-15","20:45:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-15 20:45:00","NULL","NULL"
"3940","103.736835101","1.34465060543","2014-07-15","20:45:00","BLK 253","JURONG EAST","1","11547931.66","149699.5631","2014-07-15 20:45:00","NULL","NULL"
"3941","103.744201916","1.34192572667","2014-07-15","20:45:00","BLK 266","JURONG EAST","1","11548751.73","149396.1476","2014-07-15 20:45:00","NULL","NULL"
"3942","103.745983724","1.33932016064","2014-07-15","20:45:00","BLK 284","JURONG EAST","6","11548950.08","149106.0179","2014-07-15 20:45:00","NULL","NULL"
"3943","103.746011392","1.33905284743","2014-07-15","20:45:00","BLK 286A","JURONG EAST","1","11548953.16","149076.2526","2014-07-15 20:45:00","NULL","NULL"
"3944","103.743989913","1.34039218102","2014-07-15","20:45:00","BLK 288E","JURONG EAST","2","11548728.13","149225.3873","2014-07-15 20:45:00","NULL","NULL"
"3945","103.736328182","1.34441033543","2014-07-15","20:45:00","BLK 303","JURONG EAST","1","11547875.23","149672.809","2014-07-15 20:45:00","NULL","NULL"
"3946","103.741738286","1.32180773232","2014-07-15","20:45:00","BLK 41","JURONG EAST","1","11548477.48","147156.0175","2014-07-15 20:45:00","NULL","NULL"
"3947","103.742263261","1.33320902467","2014-07-15","20:45:00","JURONG EAST MRT","JURONG EAST","5","11548535.92","148425.5443","2014-07-15 20:45:00","NULL","NULL"
"3948","103.741492327","1.33328641244","2014-07-15","20:45:00","JURONG EAST TEMP INT","JURONG EAST","28","11548450.1","148434.1614","2014-07-15 20:45:00","NULL","NULL"
"3949","103.744203802","1.34046752635","2014-07-15","20:45:00","OPP BLK 288D","JURONG EAST","2","11548751.94","149233.777","2014-07-15 20:45:00","NULL","NULL"
"3950","103.748007269","1.33512009352","2014-07-15","20:45:00","OPP IMM BLDG","JURONG EAST","4","11549175.34","148638.3412","2014-07-15 20:45:00","NULL","NULL"
"3951","103.743077854","1.32975887082","2014-07-15","20:45:00","OPP JURONG TOWN HALL","JURONG EAST","1","11548626.6","148041.3712","2014-07-15 20:45:00","NULL","NULL"
"3952","103.748179027","1.33069312468","2014-07-15","20:45:00","OPP THE SYNERGY","JURONG EAST","1","11549194.46","148145.3999","2014-07-15 20:45:00","NULL","NULL"
"3953","103.735428609","1.3419259889","2014-07-15","20:45:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-15 20:45:00","NULL","NULL"
"3954","103.734587517","1.34399747198","2014-07-15","20:45:00","PARC OASIS AVE1","JURONG EAST","2","11547681.46","149626.8366","2014-07-15 20:45:00","NULL","NULL"
"3955","103.739082507","1.33616925803","2014-07-15","20:45:00","SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548181.84","148755.1654","2014-07-15 20:45:00","NULL","NULL"
"3956","103.745672637","1.33234369433","2014-07-15","21:00:00","AFT JURONG EAST ST 11","JURONG EAST","1","11548915.45","148329.1901","2014-07-15 21:00:00","NULL","NULL"
"3957","103.739583767","1.32227303096","2014-07-15","21:00:00","BEF HASANAH MQUE","JURONG EAST","3","11548237.64","147207.8281","2014-07-15 21:00:00","NULL","NULL"
"3958","103.739697403","1.336447722","2014-07-15","21:00:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548250.29","148786.1723","2014-07-15 21:00:00","NULL","NULL"
"3959","103.738540194","1.33450242777","2014-07-15","21:00:00","BLK 124","JURONG EAST","3","11548121.47","148569.5643","2014-07-15 21:00:00","NULL","NULL"
"3960","103.73886754","1.33458100275","2014-07-15","21:00:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-15 21:00:00","NULL","NULL"
"3961","103.74613006","1.34498713929","2014-07-15","21:00:00","BLK 190","BUKIT BATOK","1","11548966.37","149737.0362","2014-07-15 21:00:00","NULL","NULL"
"3962","103.738665778","1.33833605997","2014-07-15","21:00:00","BLK 210","JURONG EAST","1","11548135.45","148996.4384","2014-07-15 21:00:00","NULL","NULL"
"3963","103.738080077","1.3420197473","2014-07-15","21:00:00","BLK 229","JURONG EAST","2","11548070.25","149406.6168","2014-07-15 21:00:00","NULL","NULL"
"3964","103.740474087","1.34145830331","2014-07-15","21:00:00","BLK 246","JURONG EAST","1","11548336.75","149344.1","2014-07-15 21:00:00","NULL","NULL"
"3965","103.737386937","1.34272521892","2014-07-15","21:00:00","BLK 252","JURONG EAST","1","11547993.09","149485.1711","2014-07-15 21:00:00","NULL","NULL"
"3966","103.746011392","1.33905284743","2014-07-15","21:00:00","BLK 286A","JURONG EAST","2","11548953.16","149076.2526","2014-07-15 21:00:00","NULL","NULL"
"3967","103.745929645","1.32526198171","2014-07-15","21:00:00","GERMAN CTR","JURONG EAST","1","11548944.06","147540.6454","2014-07-15 21:00:00","NULL","NULL"
"3968","103.742263261","1.33320902467","2014-07-15","21:00:00","JURONG EAST MRT","JURONG EAST","5","11548535.92","148425.5443","2014-07-15 21:00:00","NULL","NULL"
"3969","103.739142873","1.33250994189","2014-07-15","21:00:00","JURONG EAST LIB","JURONG EAST","1","11548188.56","148347.7017","2014-07-15 21:00:00","NULL","NULL"
"3970","103.742683763","1.33584740373","2014-07-15","21:00:00","JURONG EAST STN/INT","JURONG EAST","1","11548582.73","148719.327","2014-07-15 21:00:00","NULL","NULL"
"3971","103.741492327","1.33328641244","2014-07-15","21:00:00","JURONG EAST TEMP INT","JURONG EAST","23","11548450.1","148434.1614","2014-07-15 21:00:00","NULL","NULL"
"3972","103.748007269","1.33512009352","2014-07-15","21:00:00","OPP IMM BLDG","JURONG EAST","6","11549175.34","148638.3412","2014-07-15 21:00:00","NULL","NULL"
"3973","103.739581161","1.33184700096","2014-07-15","21:00:00","OPP JURONG EAST LIB","JURONG EAST","1","11548237.35","148273.8835","2014-07-15 21:00:00","NULL","NULL"
"3974","103.734587517","1.34399747198","2014-07-15","21:00:00","PARC OASIS AVE1","JURONG EAST","3","11547681.46","149626.8366","2014-07-15 21:00:00","NULL","NULL"
"3975","103.743402684","1.32124374486","2014-07-15","21:00:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-15 21:00:00","NULL","NULL"
"3976","103.752292682","1.33720546383","2014-07-15","21:15:00","ALLIANCE BLDG","CLEMENTI","2","11549652.39","148870.5467","2014-07-15 21:15:00","NULL","NULL"
"3977","103.739583767","1.32227303096","2014-07-15","21:15:00","BEF HASANAH MQUE","JURONG EAST","2","11548237.64","147207.8281","2014-07-15 21:15:00","NULL","NULL"
"3978","103.736575039","1.33956049939","2014-07-15","21:15:00","BLK 112","JURONG EAST","1","11547902.71","149132.7796","2014-07-15 21:15:00","NULL","NULL"
"3979","103.738540194","1.33450242777","2014-07-15","21:15:00","BLK 124","JURONG EAST","5","11548121.47","148569.5643","2014-07-15 21:15:00","NULL","NULL"
"3980","103.74613006","1.34498713929","2014-07-15","21:15:00","BLK 190","BUKIT BATOK","2","11548966.37","149737.0362","2014-07-15 21:15:00","NULL","NULL"
"3981","103.742577762","1.33638853104","2014-07-15","21:15:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-15 21:15:00","NULL","NULL"
"3982","103.741730381","1.33850750696","2014-07-15","21:15:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-15 21:15:00","NULL","NULL"
"3983","103.74106958","1.33826347973","2014-07-15","21:15:00","BLK 209","JURONG EAST","1","11548403.04","148988.3566","2014-07-15 21:15:00","NULL","NULL"
"3984","103.738080077","1.3420197473","2014-07-15","21:15:00","BLK 229","JURONG EAST","3","11548070.25","149406.6168","2014-07-15 21:15:00","NULL","NULL"
"3985","103.741071287","1.34126651616","2014-07-15","21:15:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-15 21:15:00","NULL","NULL"
"3986","103.743615945","1.34160223504","2014-07-15","21:15:00","BLK 241","JURONG EAST","4","11548686.5","149360.1268","2014-07-15 21:15:00","NULL","NULL"
"3987","103.740474087","1.34145830331","2014-07-15","21:15:00","BLK 246","JURONG EAST","1","11548336.75","149344.1","2014-07-15 21:15:00","NULL","NULL"
